0,20252026,10,5
0,20252026,5,10
1,20252026,5,22
1,20252026,28,5
1,20252026,30,5
0,20252026,22,5
0,20252026,5,28
0,20252026,5,30
0,20252026,10,5
1,20252026,28,5
0,20252026,5,24
0,20252026,5,29
1,20252026,27,5
1,20252026,29,5
0,20252026,5,30
0,20252026,5,14
1,20252026,30,5
1,20252026,5,18
1,20252026,26,5
1,20252026,19,5
1,20252026,16,5
0,20252026,20,5
1,20252026,5,4
0,20252026,5,6
1,20252026,13,5
1,20252026,24,5
1,20252026,5,23
0,20252026,5,30
1,20252026,6,5
0,20252026,2,5
1,20252026,5,8
0,20252026,28,5
1,20252026,25,5
0,20252026,11,5
1,20252026,3,5
1,20252026,16,5
1,20252026,5,13
1,20252026,5,27
1,20252026,5,2
0,20252026,5,9
0,20252026,12,5
1,20252026,23,5
1,20252026,5,22
1,20252026,5,29
1,20252026,10,5
1,20252026,5,10
1,20252026,5,1
1,20252026,5,20
0,20252026,5,16
0,20252026,5,22
1,20252026,14,5
1,20252026,1,5
0,20252026,21,5
1,20252026,4,5
0,20252026,6,5
1,20252026,5,17
0,20252026,5,15
0,20252026,5,21
0,20252026,5,31
0,20252026,5,0
1,20252026,13,5
1,20252026,5,23
0,20252026,5,26
1,20252026,5,10
0,20252026,23,5
1,20252026,12,5
1,20252026,0,5
0,20252026,5,8
0,20252026,5,19
1,20252026,5,3
1,20252026,31,5
1,20252026,18,5
0,20252026,15,5
1,20252026,17,5
1,20252026,9,5
1,20252026,5,24
1,20252026,5,11
1,20252026,5,25
1,20252026,5,12
0,20252026,5,0
1,20252026,5,28
1,20252026,7,5
1,20252026,29,5
0,20252026,0,5
1,20252026,8,5
1,20252026,7,5
1,20252026,22,5
1,20252026,5,27
0,20252026,5,7
1,20252026,5,12
0,20252026,19,26
0,20252026,26,19
1,20252026,19,15
0,20252026,19,14
1,20252026,24,19
0,20252026,14,19
0,20252026,25,19
1,20252026,11,19
0,20252026,19,16
1,20252026,2,19
1,20252026,19,22
0,20252026,19,17
0,20252026,19,10
1,20252026,19,20
0,20252026,31,19
1,20252026,19,1
1,20252026,6,19
1,20252026,14,19
1,20252026,1,19
0,20252026,20,19
1,20252026,19,27
0,20252026,19,8
1,20252026,19,1
0,20252026,19,12
0,20252026,0,19
0,20252026,23,19
1,20252026,12,19
0,20252026,29,19
1,20252026,24,19
1,20252026,8,19
0,20252026,14,19
0,20252026,19,18
0,20252026,19,24
0,20252026,19,15
0,20252026,4,19
1,20252026,13,19
0,20252026,30,19
1,20252026,19,21
1,20252026,19,6
0,20252026,1,19
0,20252026,19,2
1,20252026,26,19
0,20252026,19,4
1,20252026,19,31
1,20252026,19,30
0,20252026,19,9
1,20252026,27,19
1,20252026,7,19
0,20252026,19,11
1,20252026,19,28
0,20252026,18,19
0,20252026,19,14
1,20252026,9,19
0,20252026,4,19
1,20252026,16,19
0,20252026,19,3
1,20252026,19,29
1,20252026,19,7
1,20252026,19,15
0,20252026,21,19
1,20252026,3,19
0,20252026,20,19
0,20252026,19,9
0,20252026,26,19
1,20252026,10,19
0,20252026,22,19
0,20252026,28,19
0,20252026,19,14
1,20252026,19,0
1,20252026,19,23
1,20252026,31,19
1,20252026,19,17
1,20252026,19,26
0,20252026,18,19
0,20252026,9,19
0,20252026,19,21
1,20252026,25,19
1,20252026,11,19
1,20252026,19,2
0,20252026,19,13
1,20252026,19,3
1,20252026,19,25
1,20252026,19,11
0,20252026,17,19
1,20252026,15,19
1,20252026,19,26
1,20252026,3,19
1,20252026,3,19
0,20252026,19,3
0,20252026,19,3
0,20252026,4,2
1,20252026,2,4
1,20252026,9,2
1,20252026,2,9
0,20252026,2,21
1,20252026,21,2
0,20252026,2,18
1,20252026,1,2
0,20252026,2,7
1,20252026,2,11
1,20252026,14,2
1,20252026,2,9
1,20252026,2,26
1,20252026,26,2
0,20252026,2,4
1,20252026,1,2
1,20252026,2,31
0,20252026,2,27
0,20252026,2,24
1,20252026,3,2
1,20252026,27,2
1,20252026,7,2
0,20252026,9,2
1,20252026,7,16
1,20252026,2,10
1,20252026,2,6
1,20252026,2,3
1,20252026,21,2
0,20252026,2,15
0,20252026,13,2
1,20252026,2,30
1,20252026,20,2
1,20252026,30,2
0,20252026,10,2
0,20252026,28,2
0,20252026,22,2
1,20252026,2,20
1,20252026,2,17
0,20252026,15,2
1,20252026,2,1
0,20252026,24,2
0,20252026,8,2
1,20252026,4,2
1,20252026,2,28
0,20252026,18,2
1,20252026,2,0
0,20252026,2,11
1,20252026,2,20
1,20252026,2,14
0,20252026,2,13
1,20252026,3,2
0,20252026,16,2
0,20252026,14,2
0,20252026,17,2
0,20252026,26,2
1,20252026,2,12
0,20252026,2,14
0,20252026,11,2
1,20252026,25,2
0,20252026,2,21
0,20252026,15,2
0,20252026,11,2
0,20252026,25,2
1,20252026,2,29
0,20252026,21,2
1,20252026,2,16
1,20252026,2,25
1,20252026,2,23
0,20252026,2,31
1,20252026,2,26
0,20252026,29,2
0,20252026,23,2
0,20252026,12,2
1,20252026,0,2
0,20252026,2,1
0,20252026,2,9
1,20252026,2,22
1,20252026,2,17
1,20252026,31,2
1,20252026,2,25
0,20252026,18,2
1,20252026,2,4
0,20252026,6,2
0,20252026,2,8
1,20252026,2,1
0,20252026,2,1
0,20252026,1,2
0,20252026,1,2
0,20252026,2,1
0,20252026,1,2
1,20252026,2,14
0,20252026,2,14
1,20252026,14,2
0,20252026,14,2
0,20252026,2,14
0,20252026,14,2
0,20252026,2,14
0,20252026,27,7
1,20252026,7,27
1,20252026,7,8
1,20252026,7,29
1,20252026,29,7
1,20252026,8,7
0,20252026,12,7
1,20252026,7,27
0,20252026,7,8
0,20252026,4,7
1,20252026,7,1
1,20252026,27,7
0,20252026,7,3
1,20252026,1,7
1,20252026,15,7
1,20252026,7,15
0,20252026,29,7
1,20252026,23,7
1,20252026,7,25
0,20252026,10,7
0,20252026,28,7
1,20252026,7,0
1,20252026,7,17
1,20252026,7,18
0,20252026,16,7
0,20252026,6,7
1,20252026,7,23
1,20252026,13,7
1,20252026,7,14
1,20252026,7,28
1,20252026,17,7
0,20252026,18,7
0,20252026,20,7
1,20252026,16,7
1,20252026,7,11
0,20252026,22,7
1,20252026,7,30
0,20252026,13,7
1,20252026,7,27
0,20252026,29,7
1,20252026,7,12
1,20252026,7,24
0,20252026,3,7
1,20252026,11,7
1,20252026,25,7
1,20252026,7,4
0,20252026,7,26
0,20252026,7,16
1,20252026,7,31
0,20252026,7,0
0,20252026,7,20
0,20252026,26,7
1,20252026,14,7
0,20252026,9,7
0,20252026,7,9
1,20252026,7,23
0,20252026,27,7
